,Tatay Adolf,7020,Dunaföldvár,Stefánia út 25,+36-36-506573,
,Pollák Herman,7020,Dunaföldvár,Batthyány utca 31,+36-37-167269,
,Pollák Ignác,2330,Dunaharaszti,Bauer Sándor utca 90,+36-40-475226,
,Kardos Jakab,2330,Dunaharaszti,Királyi Pál utca 73,+36-42-809398,
,Fischer Enoch,2330,Dunaharaszti,Rumbach Sebestyén utca 108,+36-44-220308,
,Balog Ármin,2330,Dunaharaszti,Bulcsú utca 68,+36-45-127025,
,Tauber Áron,2330,Dunaharaszti,Steindl Imre utca 63,+36-46-737307,
,Bán Margit,2120,Dunakeszi,Bástya sétány 132,+36-47-503762,
,Fischer Imre,2120,Dunakeszi,Ráday utca 40,+36-48-350444,
,Tauber Chajim,2120,Dunakeszi,Stollár Béla utca 95,+36-49-731944,
,Karinthi Ada Noémi,2120,Dunakeszi,Kis Diófa utca 111,+36-50-492168,
,Pollák Joachim,2120,Dunakeszi,Bécsi kapu tér 63,+36-51-207050,
,Fischer Jakab,2400,Dunaújváros,Rákóczi tér 114,+36-52-235038,
,Kármán Aladár,2400,Dunaújváros,Kis Fuvaros utca 91,+36-53-856014,
,Pollák Lázár,2400,Dunaújváros,Bécsi út 50,+36-54-840264,
,Bánde Zoltán,2400,Dunaújváros,Báthory utca 133,+36-55-809580,
,Tauber Juda Léb,2336,Dunavarsány,Stróbl Alajos utca 73,+36-56-117841,
,Fischer Jedidja Gottlieb,2336,Dunavarsány,Régi Fóti út 70,+36-57-135870,
,Károly Ernõ,2336,Dunavarsány,Kis Salétrom utca 53,+36-59-755732,
,Pollák Lévi,2336,Dunavarsány,Bécsi utca 2,+36-60-416837,
,Baneth Eduard,2336,Dunavarsány,Bécsi kapu tér 63,+36-61-726887,
,Pollák Lipót,6087,Dunavecse,Békési utca 57,+36-62-819906,
,Fischer József,6087,Dunavecse,Révay köz 22,+36-63-544696,
,Baneth Ezekiel,6087,Dunavecse,Bécsi utca 2,+36-66-435595,
,Károly József,6087,Dunavecse,Kis Stáció utca 2,+36-68-802408,
,Tauszig Béla,6087,Dunavecse,Szabadság tér 86,+36-69-196862,
,Károly Sándor,3780,Edelény,Kisfaludy utca 131,+36-70-667970,
,Fischer József,3780,Edelény,Révay utca 50,+36-72-164852,
,Baneth Jerachmiel Bernhard,3780,Edelény,Bécsi út 50,+36-73-285458,
,Pollák Mózes,3780,Edelény,Béla király út 8,+36-74-775634,
,Tauszig Hugó,3780,Edelény,Szabó Ervin tér 120,+36-75-195623,
,Karpelesz Ábrahám Cevi,3300,Eger,Kiskörút 74,+36-76-668118,
,Pollák Zsigmond,3300,Eger,Belgrád rakpart 77,+36-77-342709,
,Bánk Ernõ,3300,Eger,Alpár utca 115,+36-78-420918,
,Teitelbaum Chaim Cevi,3300,Eger,Szabó József utca 112,+36-79-464415,
,Fischer Lajos,3300,Eger,Róna utca 68,+36-80-507508,
,Karvaly József,5742,Elek,Kiss Ernõ utca 74,+36-82-505421,
,Bányai Jakab,5742,Elek,Békési utca 57,+36-83-378472,
,Pollatschek Lilly,5742,Elek,Benczúr köz 141,+36-84-299456,
,Teitelbaum Mózes,5742,Elek,Szalay utca 139,+36-85-544167,
,Fischer Lipót,5742,Elek,Rózsa utca 4,+36-87-844799,
,Telcsné Strieker Gina,3432,Emõd,Százados út 114,+36-88-861948,
,Pollitzer Adolf,3432,Emõd,Benczúr utca 4,+36-89-457646,
,Barach Juda Léb,3432,Emõd,Béla király út 8,+36-90-606272,
,Fischer S. Gyula,3432,Emõd,Alpár utca 115,+36-91-603645,
,Kassovitz Max,3432,Emõd,Kiss János altábornagy utca 93,+36-92-838895,
,Popper Ákos,3860,Encs,Benyovszky Móric utca 31,+36-93-684859,
,Tennenbaum Sraga Cevi,3860,Encs,Százház utca 118,+36-94-377319,
,Kaszab Aladár,3860,Encs,Kiss József utca 54,+36-95-301570,
,Fischer Sámuel,3860,Encs,Rózsák tere 104,+36-96-846819,
,Fischer Sámuel,8130,Enying,Rökk Szilárd utca 43,+36-99-396118,
,Tennenbaum Wolf,8130,Enying,Széchenyi István tér 109,+36-20-865741,
,Katscher Bertha,8130,Enying,Klauzál tér 7,+36-21-515448,
,Popper József,8130,Enying,Bérkocsis utca 17,+36-22-236622,
,Bárány József,8130,Enying,Bíró Lajos utca 127,+36-23-532473,
,Katz Márton,2451,Ercsi,Klauzál utca 109,+36-24-165010,
,Fischer Sándor,2451,Ercsi,Sajó utca 90,+36-25-270501,
,Barát Móric,2451,Ercsi,Bókay János utca 104,+36-26-821497,
,Popper Vilma,2451,Ercsi,Berzsenyi utca 121,+36-27-434176,
,Térey Ábrahám,2451,Ercsi,Széchenyi tér 79,+36-28-843964,
,Fischer Tivadar,2030,Érd,Salgótarjáni utca 56,+36-29-457941,
,Barcza Lajos,2030,Érd,Cházár András utca 141,+36-30-530377,
,Térey Koppel,2030,Érd,Széchenyi utca 19,+36-31-391903,
,Porosz Mór,2030,Érd,Bethlen Gábor tér 48,+36-32-449917,
,Katzburg Chaim,2030,Érd,Kmety György utca 95,+36-33-668721,
,Térey Menachem Mendel,2500,Esztergom,Szegfû utca 105,+36-34-306449,
,Bárd Gyula,2500,Esztergom,Ciprus utca 42,+36-35-308561,
,Katzburg Dávid Cevi,2500,Esztergom,Kodály körönd 134,+36-36-821741,
,Fischer Tóbia ha-Kohén,2500,Esztergom,Salétrom utca 82,+36-37-758187,
,Preis Károly,2500,Esztergom,Bethlen Gábor utca 79,+36-40-299605,
,Preszburger Arnold,5231,Fegyvernek,Bezerédj utca 115,+36-42-504022,
,Kaufman Antal ,5231,Fegyvernek,Kolosy tér 23,+36-44-134868,
,Fischhof Adolf,5231,Fegyvernek,Sas utca 108,+36-45-612337,
,Térey Mendel,5231,Fegyvernek,Széher út 113,+36-46-561585,
,Bárd Gyula,5231,Fegyvernek,Clark Ádám tér 115,+36-47-210743,
,Kayserling Jolán,4900,Fehérgyarmat,Korányi Sándor utca 49,+36-48-193117,
,Térey Wolf,4900,Fehérgyarmat,Székely Bertalan utca 98,+36-49-778745,
,Fischhof Ignác Vilmos,4900,Fehérgyarmat,Scheiber Sándor utca 116,+36-50-229092,
,Propper Aranka,4900,Fehérgyarmat,Bihari János utca 13,+36-51-843082,
,Bárd Rezsõ,4900,Fehérgyarmat,Columbus utca 27,+36-52-453888,
,Kecskeméti Lajos,3561,Felsõzsolca,Korong utca 82,+36-53-540621,
,Prossnitz Dániel,3561,Felsõzsolca,Bíró Lajos utca 127,+36-54-159062,
,Fischmann Ezékiel Mózes Lipsitz,3561,Felsõzsolca,Somogyi Béla utca 95,+36-55-572964,
,Tieder Zsigmond,3561,Felsõzsolca,Székely Mihály utca 93,+36-56-639213,
,Bárdos Béla,3561,Felsõzsolca,Csengery utca 11,+36-57-405692,
,Keleti Adolf,9431,Fertõd,Kós Károly tér 124,+36-59-804887,
,Prossnitz Iszer,9431,Fertõd,Blaha Lujza tér 11,+36-60-331148,
,Flegmann Miksa,9431,Fertõd,Sport utca 91,+36-61-804101,
,Tiszmenicz Mesullam,9431,Fertõd,Széll Kálmán tér 33,+36-62-329744,
,Bárdos Imre,9431,Fertõd,Alsó erdõsor utca 131,+36-63-317854,
,Fleischer Sándor,9444,Fertõszentmiklós,Stefánia út 25,+36-66-574891,
,Barna  Jónás,9444,Fertõszentmiklós,Csepreghy utca 25,+36-68-671174,
,Pserhofer Sámuel,9444,Fertõszentmiklós,Bláthy Ottó utca 82,+36-69-563482,
,Keller Ilona,9444,Fertõszentmiklós,Kosciuszkó Tádé utca 36,+36-70-455978,
,Todesco Herman,9444,Fertõszentmiklós,Szemafor utca 73,+36-72-158902,
,Báron Sándor,8640,Fonyód,Cserhát utca 27,+36-73-663871,
,Keller Samu,8640,Fonyód,Kossuth Lajos tér 24,+36-74-299469,
,Fleischer Siegfried,8640,Fonyód,Steindl Imre utca 63,+36-75-825793,
,Tolnai Béla,8640,Fonyód,Szemere utca 39,+36-76-857824,
,Purjesz Ignác,8640,Fonyód,Bókay János utca 104,+36-77-195822,
,Tosk Mordechaj,2151,Fót,Széna tér 73,+36-78-529915,
,Raab Andor,2151,Fót,Boráros tér 7,+36-79-595066,
,Kemény Lajos,2151,Fót,Kossuth Lajos utca (Budapest) 25,+36-80-668972,
,Barta Mór,2151,Fót,Csobánc utca 56,+36-82-502960,
,Fleischmann Sándor,2151,Fót,Stollár Béla utca 95,+36-83-183615,
,Kemény Rezsõ,3390,Füzesabony,Kossuth utca 69,+36-84-510792,
,Totis Rezsõ,3390,Füzesabony,Szent Gellért tér 44,+36-85-417365,
,Raab Lipót,3390,Füzesabony,Bosnyák tér 120,+36-87-578304,
,Basch Lajos,3390,Füzesabony,Csokonai utca 76,+36-88-266443,
,Fleissig Jakab,3390,Füzesabony,Strázsa utca 36,+36-89-708645,
,Flesch Armin,5525,Füzesgyarmat,Stróbl Alajos utca 73,+36-90-766083,
,Kemény Simon,5525,Füzesgyarmat,Koszorú utca 48,+36-91-455882,
,Basch Móric Ede,5525,Füzesgyarmat,Csányi utca 100,+36-92-506299,
,Rácz Miksa,5525,Füzesgyarmat,Bosnyák utca 90,+36-93-192944,
,Török Jenõ,5525,Füzesgyarmat,Szent György tér 71,+36-94-304921,
,Keményffi Jenõ,2483,Gárdony,Kosztolányi Dezsõ tér 19,+36-95-772815,
,Trencsiner Nochum,2483,Gárdony,Szentendrei út 92,+36-96-801012,
,Basch Vilmos,2483,Gárdony,Dalszínház utca 49,+36-99-627341,
,Rácz Sándor,2483,Gárdony,Bródy Sándor utca 54,+36-20-582679,
,Flesch Nándor,2483,Gárdony,Stáhly utca 52,+36-21-474767,
,Basch-Mahler Fanny,2131,Göd,Damjanich utca 135,+36-22-138735,
,Radnay Miklós,2131,Göd,Budakeszi út 87,+36-23-829499,
,Fochs Antal,2131,Göd,Szabadság tér 86,+36-24-868329,
,Ungár Adolf,2131,Göd,Szentháromság tér 8,+36-25-278119,
,Keppich Jakab,2131,Göd,Kozma Ferenc utca 24,+36-26-460804,
,Radó Károly,2100,Gödöllõ,Budaörsi út 35,+36-27-225973,
,Fodor Izsó,2100,Gödöllõ,Szabó Ervin tér 120,+36-28-336079,
,Ungár Adolf,2100,Gödöllõ,Szentkirályi utca 9,+36-29-461536,
,Kern Leo ,2100,Gödöllõ,Kozma utca 93,+36-30-740407,
,Báthory Ignác,2100,Gödöllõ,Dankó utca 96,+36-31-892612,
,Radó Richárd,3895,Gönc,Bulcsú utca 68,+36-32-897039,
,Kerpel Leopold,3895,Gönc,Kõbányai út 139,+36-33-578650,
,Bató József,3895,Gönc,Delej utca 85,+36-34-297004,
,Ungár Béla,3895,Gönc,Szentlélek tér 79,+36-35-881008,
,Fodor Josephine,3895,Gönc,Szabó József utca 112,+36-36-795415,
,Ungár Gusztáv Adolf,2360,Gyál,Szentmihályi út 82,+36-37-315785,
,Kertész Ödön,2360,Gyál,Kõfaragó utca 115,+36-40-701132,
,Fodor József,2360,Gyál,Szalay utca 139,+36-42-198057,
,Bató Viola,2360,Gyál,Dembinszky utca 126,+36-44-790368,
,Radó Kempner Magda,2360,Gyál,Cházár András utca 141,+36-45-754864,
,Ungár Joél,5500,Gyomaendrõd,Szépvölgyi út 125,+36-46-569576,
,Kertész Rezsõ,5500,Gyomaendrõd,Kölcsey utca 29,+36-47-328135,
,Fodor Oszkár,5500,Gyomaendrõd,Szegfû utca 105,+36-48-764361,
,Radóné Hirsch Nelli,5500,Gyomaendrõd,Ciprus utca 42,+36-49-852205,
,Bátori Ármin,5500,Gyomaendrõd,Dessewffy utca 132,+36-50-578069,
,Kestenberg Leó,2230,Gyömrõ,Könyves Kálmán körút 89,+36-51-759404,
,Bauer Emil,2230,Gyömrõ,Deák Ferenc tér 8,+36-52-226789,
,Rados Móric,2230,Gyömrõ,Clark Ádám tér 115,+36-53-608225,
,Ungár Simon,2230,Gyömrõ,Szerdahelyi utca 59,+36-54-240766,
,Fodor Oszkár,2230,Gyömrõ,Szemafor utca 73,+36-55-318810,
,Kesztenbaum Rafael Márton,3200,Gyöngyös,Kõris utca 109,+36-56-433795,
,Unger Joachim Jacob,3200,Gyöngyös,Szervita tér 141,+36-57-668245,
,Bauer Henrik,3200,Gyöngyös,Deák Ferenc utca 92,+36-59-783970,
,Rakenstein Juda léb,3200,Gyöngyös,Columbus utca 27,+36-60-233879,
,Fónagy Béla,3200,Gyöngyös,Szemere utca 39,+36-61-232974,
,Keszthelyi Sándor,3035,Gyöngyöspata,Kõrösi Csoma Sándor út 68,+36-62-383723,
,Bauer Jakab,3035,Gyöngyöspata,Diószegi Sámuel utca 66,+36-63-839988,
,Forbáth Imre,3035,Gyöngyöspata,Szent Gellért tér 44,+36-66-181450,
,Rakonitz Gyula,3035,Gyöngyöspata,Csányi utca 100,+36-68-805210,
,Upor József,3035,Gyöngyöspata,Szigetvári utca 133,+36-69-848116,
,Bauer Juliusz,7064,Gyönk,Dob utca 131,+36-70-755379,
,Rákosi Tibor,7064,Gyönk,Csengery utca 11,+36-72-561972,
,Urbach Henrik,7064,Gyönk,Szigony utca 109,+36-73-686856,
,Forgó Pál,7064,Gyönk,Szent György tér 71,+36-74-163353,
,Kilényi Hugó,7064,Gyönk,Krisztina körút 118,+36-75-258216,
,Foris Lajos,9000,Gyõr,Szentendrei út 92,+36-76-267552,
,Ranschburg Salomon,9000,Gyõr,Csepreghy utca 25,+36-77-662811,
,Vadász Ede,9000,Gyõr,Szilágyi Erzsébet fasor 14,+36-78-474462,
,Kilényi János,9000,Gyõr,Krúdy Gyula utca 124,+36-79-372996,
,Bauer-Márkfi Herman,9000,Gyõr,Dobozi utca 41,+36-80-679704,
,Rechnitz Alexande Salomon,5700,Gyula,Cserhát utca 27,+36-82-346242,
,Baumgarten Miksa,5700,Gyula,Dobó utca 63,+36-83-792838,
,Forrai Miklós,5700,Gyula,Szentháromság tér 8,+36-84-435070,
,Vadász Jenõ,5700,Gyula,Szilágyi utca 9,+36-85-259995,
,Király Ernõ,5700,Gyula,Kun utca 65,+36-87-211018,
,Fox Williem,4220,Hajdúböszörmény,Szentkirályi utca 9,+36-88-473466,
,Királyfy Imre,4220,Hajdúböszörmény,Kuruclesi út 3,+36-89-262477,
,Rechnitz Elza,4220,Hajdúböszörmény,Csobánc utca 56,+36-90-243117,
,Vadász Lipót,4220,Hajdúböszörmény,Szinva utca 52,+36-91-760460,
,Baumgarten Samu,4220,Hajdúböszörmény,Dohnányi Ernõ utca 124,+36-92-403149,
,Vágh-Weinmann Mihály,4087,Hajdúdorog,Szinyei Merse utca 85,+36-93-757886,
,Kis Adolf,4087,Hajdúdorog,Kürt utca 25,+36-94-127574,
,Földes Imre,4087,Hajdúdorog,Szentlélek tér 79,+36-95-255473,
,Beck Ábrahám,4087,Hajdúdorog,Dohány utca 31,+36-96-246283,
,Reich Aladár,4087,Hajdúdorog,Csokonai utca 76,+36-99-135191,
,Beck Dénes,4242,Hajdúhadház,Dologház utca 34,+36-20-286033,
,Reich Ezékiel,4242,Hajdúhadház,Dalszínház utca 49,+36-21-528036,
,Földesi Arnold,4242,Hajdúhadház,Szentmihályi út 82,+36-22-325077,
,Vágh-Weinmann Nándor,4242,Hajdúhadház,Szív utca 76,+36-23-452574,
,Kis Henrik,4242,Hajdúhadház,Lajos utca 91,+36-24-160869,
,Kis Jenõ,4080,Hajdúnánás,Laky Adolf utca 112,+36-25-817335,
,Reich Leó,4080,Hajdúnánás,Damjanich utca 135,+36-26-150896,
,Beck Moritz,4080,Hajdúnánás,Donáti utca 102,+36-27-602648,
,Frank Kati,4080,Hajdúnánás,Szerdahelyi utca 59,+36-28-389230,
,Vági József,4080,Hajdúnánás,Szobi utca 105,+36-29-719781,
,Vágó Sándor,4251,Hajdúsámson,Szófia utca 114,+36-30-878206,
,Reich Miklós,4251,Hajdúsámson,Dankó utca 96,+36-31-253276,
,Bedõ Mór,4251,Hajdúsámson,Dorottya utca 80,+36-32-691453,
,Kiss Arnold,4251,Hajdúsámson,Lázár utca 57,+36-33-591655,
,Frank Samu,4251,Hajdúsámson,Szervita tér 141,+36-34-836188,
,Kláber Gyula,4200,Hajdúszoboszló,Légszesz utca 91,+36-35-688370,
,Reich Nathaniel,4200,Hajdúszoboszló,Deák Ferenc tér 8,+36-36-622182,
,Frankel Gyula,4200,Hajdúszoboszló,Szigetvári utca 133,+36-37-424500,
,Bedõ Rudolf,4200,Hajdúszoboszló,Drégelyvár utca 64,+36-40-303760,
,Vágvölgyi Lajos,4200,Hajdúszoboszló,Szondi utca 101,+36-42-196811,
,Reichental Ferenc,6344,Hajós,Deák Ferenc utca 92,+36-44-829393,
,Frankel Mózes,6344,Hajós,Szigony utca 109,+36-45-365901,
,Klauber János,6344,Hajós,Lehel utca 51,+36-46-856978,
,Beer Károly Richárd,6344,Hajós,Dugonics utca 136,+36-47-419562,
,Vajda Béla,6344,Hajós,Szörény utca 94,+36-48-204004,
,Reicher Vilmos,2314,Halásztelek,Delej utca 85,+36-49-425662,
,Frankel Sámuel,2314,Halásztelek,Szilágyi Erzsébet fasor 14,+36-50-482157,
,Vajda Gyula,2314,Halásztelek,Szövetség utca 66,+36-51-802593,
,Beer Péter,2314,Halásztelek,Duna-sor 51,+36-52-575139,
,Klausz Imre,2314,Halásztelek,Lendvay utca 20,+36-53-401448,
,Vajda József,7815,Harkány,Szûz utca 24,+36-54-298972,
,Reif Jakab,7815,Harkány,Délibáb utca 136,+36-55-600628,
,Behr Dezsõ,7815,Harkány,Amerikai út 12,+36-56-524091,
,Klein Ábrahám  ,7815,Harkány,Lengyel sétány 27,+36-57-851119,
,Frankfurter Moritz,7815,Harkány,Alföldi utca 97,+36-59-102302,
,Reiner Imre,3000,Hatvan,Dembinszky utca 126,+36-60-707063,
,Klein Ábrahám Cevi,3000,Hatvan,Leonardo da Vinci utca 54,+36-61-602550,
,Bein Károly,3000,Hatvan,Dunakorzó 122,+36-62-825270,
,Frankfurter Salamon,3000,Hatvan,Szilágyi utca 9,+36-63-265324,
,Bein Nátán,8440,Herend,Délibáb utca 136,+36-66-475236,
,Klein Dezsõ,8440,Herend,Limanova tér 121,+36-68-210031,
,Reinhardt Heinrich,8440,Herend,Déri Miksa utca 112,+36-69-626738,
,Frankl Adolf,8440,Herend,Szinva utca 52,+36-70-283814,
,Váradi Ödön,8440,Herend,Tárogató út 117,+36-72-223432,
,Békefi Antal,3360,Heves,Déri Miksa utca 112,+36-73-167934,
,Klein Gyula,3360,Heves,Lippa utca 18,+36-74-295440,
,Reinhardt Miksa,3360,Heves,Dessewffy utca 132,+36-75-752762,
,Varannai István,3360,Heves,Tavaszmezõ utca 48,+36-76-711135,
,Frankl Izidor,3360,Heves,Szinyei Merse utca 85,+36-77-542328,
,Frankl Izsák,8380,Hévíz,Szobi utca 105,+36-78-589814,
,Vári Rezsõ,8380,Hévíz,Tbiliszi tér 39,+36-79-622324,
,Reinitz Jehosua Boruch,8380,Hévíz,Diószegi Sámuel utca 66,+36-80-135661,
,Klein Herman,8380,Hévíz,Liszt Ferenc tér 74,+36-82-325640,
,Béla Pál,8380,Hévíz,Dísz tér 68,+36-83-512913,
,Benedek Ferenc,6800,Hódmezõvásárhely,Dózsa György tér 76,+36-84-795515,
,Klein Herman,6800,Hódmezõvásárhely,Logodi utca 21,+36-85-415599,
,Reinitz Max,6800,Hódmezõvásárhely,Dísz tér 68,+36-87-844158,
,Frankl Samu,6800,Hódmezõvásárhely,Szondi utca 101,+36-88-525946,
,Vásárhelyi Domonkos,6800,Hódmezõvásárhely,Teleki László tér 40,+36-89-695780,
,Vasfi Móric,4484,Ibrány,Thököly út 24,+36-90-280990,
,Freider Náthán,4484,Ibrány,Százados út 114,+36-91-185894,
,Klein Jakab,4484,Ibrány,Lokomotív utca 106,+36-92-892154,
,Reinitz Nathan Feitel,4484,Ibrány,Dob utca 131,+36-93-448441,
,Beneschofszky Imre,4484,Ibrány,Dózsa György út 20,+36-94-454733,
,Venetianer Sándor,7275,Igal,Tisztes utca 80,+36-95-880618,
,Klein Jakab,7275,Igal,Lónyay utca 45,+36-96-634662,
,Reisz József,7275,Igal,Dobó utca 63,+36-99-276893,
,Freier Jakab Salómo,7275,Igal,Százház utca 118,+36-20-830663,
,Benet Jacob,7275,Igal,Angol utca 78,+36-21-875386,
,Reisz Marcell,2117,Isaszeg,Dobozi utca 41,+36-22-886787,
,Benet Jesája,2117,Isaszeg,Anker köz 15,+36-23-347783,
,Klein József,2117,Isaszeg,Losonci tér 121,+36-24-299953,
,Verebes Ernõ,2117,Isaszeg,Tivadar utca 21,+36-25-889315,
,Freihof Jicchok,2117,Isaszeg,Széchenyi István tér 109,+36-26-346498,
,Freistadt Ábrahám,6070,Izsák,Széchenyi tér 79,+36-27-368779,
,Klein József,6070,Izsák,Losonci utca 41,+36-28-216391,
,Benet Mordechai,6070,Izsák,Anna utca 92,+36-29-823530,
,Verõ Leó,6070,Izsák,Toldy Ferenc utca 135,+36-30-510212,
,Reschofszky Artur,6070,Izsák,Dohány utca 31,+36-31-203065,
,Révész Adolf,6440,Jánoshalma,Dohnányi Ernõ utca 124,+36-32-632829,
,Klein M.B.,6440,Jánoshalma,Lósy Imre utca 10,+36-33-759605,
,Benet Mordechai,6440,Jánoshalma,Edison tér 78,+36-34-805482,
,Vészi Gyula,6440,Jánoshalma,Tolnai Lajos utca 112,+36-35-196326,
,Frenk Jiszochor Ber,6440,Jánoshalma,Széchenyi utca 19,+36-36-577721,
,Veszprémi Vilmos,9545,Jánosháza,Tóth Árpád sétány 121,+36-37-711016,
,Klein Miksa,9545,Jánosháza,Lovag utca 88,+36-40-745916,
,Révész Béla,9545,Jánosháza,Dologház utca 34,+36-42-187383,
,Benjamin Herman,9545,Jánosháza,Egressy út 53,+36-44-858956,
,Frenkel Ber,9545,Jánosháza,Széher út 113,+36-45-330337,
,Révész Sámuel,9241,Jánossomorja,Donáti utca 102,+36-46-890266,
,Frenkel Jenõ,9241,Jánossomorja,Székely Bertalan utca 98,+36-47-178346,
,Berczeller Imre,9241,Jánossomorja,Apáczai Csere János utca 38,+36-48-482506,
,Vogel Simon,9241,Jánossomorja,Tömõ utca 7,+36-49-582520,
,Klein Philip,9241,Jánossomorja,Lovas út 14,+36-50-192668,
,Richtzeit Arthur,5130,Jászapáti,Dorottya utca 80,+36-51-255522,
,Klein Salamon,5130,Jászapáti,Lóvásár utca 109,+36-52-756709,
,Völgyesi Ferenc,5130,Jászapáti,Törökbecse utca 103,+36-53-589952,
,Frenkel Jicchok,5130,Jászapáti,Székely Mihály utca 93,+36-54-312119,
,Beregi Ármin,5130,Jászapáti,Egér út 132,+36-55-371697,
,Vörös László,5123,Jászárokszállás,Törökvész út 89,+36-56-485216,
,Freudiger Ábrahám,5123,Jászárokszállás,Széll Kálmán tér 33,+36-57-399931,
,Rippner Farkas,5123,Jászárokszállás,Dózsa György tér 76,+36-59-508401,
,Klein Sámuel,5123,Jászárokszállás,Lovassy László utca 121,+36-60-113748,
,Rokeach Eleázár,5100,Jászberény,Dózsa György út 20,+36-61-662159,
,Freudiger Lipót,5100,Jászberény,Almássy tér 33,+36-62-826934,
,Berény Henrik,5100,Jászberény,Erzsébet királyné útja 19,+36-63-487809,
,Klein Sándor,5100,Jászberény,Lõrinc pap tér 139,+36-66-762040,
,Wallenstein Zoltán,5100,Jászberény,Trefort utca 75,+36-68-221780,
,Berényi Sándor,5126,Jászfényszaru,Erzsébet körút 128,+36-69-412912,
,Klein Wilhelm,5126,Jászfényszaru,Lövölde tér 80,+36-70-774565,
,Rokonstein Leopold,5126,Jászfényszaru,Drégelyvár utca 64,+36-72-683129,
,Freudiger Mózes,5126,Jászfényszaru,Alkotás utca 75,+36-73-292509,
,Walles Antal,5126,Jászfényszaru,Tüköry utca 35,+36-74-729515,
,Freund Leó,5137,Jászkisér,Széna tér 73,+36-75-749856,
,Klug Emil,5137,Jászkisér,Ludovika tér 43,+36-76-577934,
,Bergel József,5137,Jászkisér,Erzsébet tér 42,+36-77-603148,
,Rónai Ármin,5137,Jászkisér,Dugonics utca 136,+36-78-342675,
,Wartmann Dávid József,5137,Jászkisér,Úri utca 28,+36-79-559732,
,Wartmann Izráel,4183,Kaba,Uzsoki utca 95,+36-80-209715,
,Kohányi Sámuel,4183,Kaba,Lujza utca 87,+36-82-462241,
,Frey Kálmán,4183,Kaba,Szépvölgyi út 125,+36-83-671679,
,Bergel Viktor,4183,Kaba,Alföldi utca 97,+36-84-211429,
,Rónai János,4183,Kaba,Dunakorzó 122,+36-85-874216,
,Kóhén Johanna,7530,Kadarkút,Luther utca 62,+36-87-252883,
,Freyer Ábrahám,7530,Kadarkút,Akácfa utca 120,+36-88-126370,
,Rósa Izsó,7530,Kadarkút,Duna-sor 51,+36-89-715654,
,Wartmann Juda,7530,Kadarkút,Üllõi út 15,+36-90-194554,
,Berger Brunó,7530,Kadarkút,Eötvös utca 48,+36-91-227629,
,Berger Endre,6300,Kalocsa,Falk Miksa utca 39,+36-92-362823,
,Fried Ábrahám,6300,Kalocsa,Szív utca 76,+36-93-811284,
,Kohlmann Károly Johann,6300,Kalocsa,Madách Imre tér 61,+36-94-281693,
,Wartmann Mór,6300,Kalocsa,Váci út 113,+36-95-574694,
,Rosen Sándor,6300,Kalocsa,Edison tér 78,+36-96-379008,
,Berger Ferenc,7400,Kaposvár,Fecske utca 44,+36-99-783697,
,Kohn Ábrahám Élija,7400,Kaposvár,Madách Imre út 80,+36-20-500800,
,Rosenáhné Behr Blanka,7400,Kaposvár,Egér út 132,+36-21-723149,
,Fried Áron,7400,Kaposvár,Szófia utca 114,+36-22-321461,
,Wartmann Sándor,7400,Kaposvár,Váci utca 40,+36-23-719623,
,Wasservogel Izidor,9330,Kapuvár,Vadász utca 140,+36-24-503011,
,Rosenák István,9330,Kapuvár,Egressy út 53,+36-25-551571,
,Berger Gyula,9330,Kapuvár,Fehér Sas tér 6,+36-26-714900,
,Fried Margit,9330,Kapuvár,Szörény utca 94,+36-27-594350,
,Kohn Dávid,9330,Kapuvár,Magdolna utca 118,+36-28-153784,
,Kohn Dávid,5300,Karcag,Magyar utca 11,+36-29-500754,
,Fried Meir,5300,Karcag,Szövetség utca 66,+36-30-144947,
,Rosenák Lipót,5300,Karcag,Elnök utca 98,+36-31-554431,
,Berger Iván,5300,Karcag,Fehérvári út 46,+36-32-481484,
,Wechselmann Ignác,5300,Karcag,Vajda Péter utca 79,+36-33-703349,
,Fried Mordechaj,3700,Kazincbarcika,Szûz utca 24,+36-34-378759,
,Rosenák Miksa,3700,Kazincbarcika,Eötvös utca 48,+36-35-625839,
,Kohn Hiller,3700,Kazincbarcika,Magyarok Nagyasszonya tér 31,+36-36-141813,
,Weigl Géza,3700,Kazincbarcika,Vajdahunyad utca 65,+36-37-420262,
,Berger Miksa,3700,Kazincbarcika,Felsõ erdõsor 11,+36-40-228012,
,Weil Erzsébet,6237,Kecel,Vajkay utca 80,+36-42-693406,
,Rosenbaum Ábrahám Lits,6237,Kecel,Erzsébet királyné útja 19,+36-44-854190,
,Kohn Sámuel,6237,Kecel,Március 15. tér 73,+36-45-661480,
,Fried Neszanél ha-Kohén,6237,Kecel,Sárkány utca 14,+36-46-530176,
,Berkovits Lajos,6237,Kecel,Ferenciek tere 14,+36-47-651014,
,Frieden Pinkász,6000,Kecskemét,Síp utca 118,+36-48-754719,
,Weiler Jaakov,6000,Kecskemét,Városház tér 55,+36-49-662890,
,Rosenbaum Ámram,6000,Kecskemét,Erzsébet körút 128,+36-50-555202,
,Berkovits Miklós,6000,Kecskemét,Ferihegyi repülõtérre vezetõ út 130,+36-51-234001,
,Kohner Zsigmond,6000,Kecskemét,Marek József utca 30,+36-52-620280,
,Friedlander Cháim,4501,Kemecse,Tavaszmezõ utca 48,+36-53-299254,
